child	father	mother	population	rDNA45S.cn.child	rDNA45S.cn.father	rDNA45S.cn.mother	rDNA45S.cn_single.child	rDNA45S.cn_single.father	rDNA45S.cn_single.mother	rDNA45S.18S.flat.child	rDNA45S.18S.flat.father	rDNA45S.18S.flat.mother	rDNA5S.cn.child	rDNA5S.cn.father	rDNA5S.cn.mother	HSat1A.mass_Mb.child	HSat1A.mass_Mb.father	HSat1A.mass_Mb.mother	HSat1B.mass_Mb.child	HSat1B.mass_Mb.father	HSat1B.mass_Mb.mother	HSat2.mass_Mb.child	HSat2.mass_Mb.father	HSat2.mass_Mb.mother	HSat3.mass_Mb.child	HSat3.mass_Mb.father	HSat3.mass_Mb.mother	bSat.mass_Mb.child	bSat.mass_Mb.father	bSat.mass_Mb.mother	aSatHOR.mass_Mb.child	aSatHOR.mass_Mb.father	aSatHOR.mass_Mb.mother	ACRO.mass_Mb.child	ACRO.mass_Mb.father	ACRO.mass_Mb.mother	SST1.mass_Mb.child	SST1.mass_Mb.father	SST1.mass_Mb.mother	CER.mass_Mb.child	CER.mass_Mb.father	CER.mass_Mb.mother	SATR.mass_Mb.child	SATR.mass_Mb.father	SATR.mass_Mb.mother	TEL.mass_Mb.child	TEL.mass_Mb.father	TEL.mass_Mb.mother	truth.auto.child	truth.auto.father	truth.auto.mother	DJ.cn.child	DJ.cn.father	DJ.cn.mother	chrM.copies.child	chrM.copies.father	chrM.copies.mother	chrEBV.copies.child	chrEBV.copies.father	chrEBV.copies.mother	depth.child	depth.father	depth.mother	ctrl_dup_frac.child	ctrl_dup_frac.father	ctrl_dup_frac.mother	gc_rel_65.child	gc_rel_65.father	gc_rel_65.mother	insert_median.child	insert_median.father	insert_median.mother
HG01514	HG01512	HG01513	IBS	553.75	451.96	495.6	542.379	447.388	493.553	651.95	519.53	568.15	299.44	234.88	251.71	23.7564	20.6261	20.6142	0.9438	11.0316	1.249	52.8141	56.1919	45.7077	70.0179	81.9713	58.9083	10.3493	10.3884	11.7216	141.983	146.1016	152.2498	2.6581	2.9913	2.674	0.5394	0.7715	0.5739	0.8283	0.8158	0.8402	0.2548	0.2443	0.2318	0.3923	0.2412	0.3811	1.9744	1.9955	1.988	9.24	9.09	9.7	633.1362	714.6356	629.5784	115.0794	154.2654	139.4981	37.965	34.929	33.978	0.0786	0.1091	0.095	1.3127	1.258	1.2751	439.0	437.0	436.0
HG01517	HG01515	HG01516	IBS	256.14	407.51	218.9	255.295	404.354	221.985	289.06	483.39	222.52	175.53	134.64	241.52	17.0855	23.0048	12.5041	2.0077	12.0451	1.7231	35.1539	46.4735	46.463	50.872	74.5965	52.6277	11.6355	8.7465	13.0291	124.428	133.7322	137.6929	2.4622	2.169	3.1029	0.6536	0.5694	0.8112	0.7995	0.7825	0.8517	0.2334	0.2377	0.2331	0.7558	0.6763	0.5271	1.9842	1.9803	1.9995	10.42	9.59	9.8	699.9916	775.4854	327.9386	189.525	58.5991	30.2268	38.876	36.103	37.962	0.074	0.1029	0.1161	1.2687	1.357	1.2238	443.0	445.0	440.0
HG01520	HG01518	HG01519	IBS	451.8	395.56	363.2	443.871	396.175	356.878	472.1	428.63	420.82	240.71	225.87	244.07	14.5739	18.0657	16.065	1.2539	8.5491	2.2069	32.4591	42.4529	32.3072	47.9134	66.3843	56.8557	12.5762	11.0042	13.5684	136.0569	138.6741	141.4011	2.6529	2.692	2.3201	0.7342	0.6754	0.642	0.8293	0.8147	0.8755	0.2382	0.2235	0.2519	0.535	0.3558	0.4667	1.9831	1.9861	2.0056	9.85	9.92	9.42	316.5098	529.5626	871.716	109.3325	113.1425	103.5326	36.021	36.83	36.44	0.1525	0.1096	0.0954	1.1435	1.2198	1.2736	433.0	439.0	422.0
HG01523	HG01521	HG01522	IBS	334.73	418.51	426.26	334.894	419.712	427.022	381.22	486.26	474.26	143.28	232.68	136.88	21.292	23.9475	18.8486	11.4977	11.3402	2.0711	54.452	45.8941	62.974	59.0061	70.2705	59.943	8.2454	10.0022	9.4042	122.6399	121.0213	140.4959	2.9421	2.2414	3.5924	0.6366	0.6712	0.5825	0.831	0.8717	0.8811	0.2417	0.2401	0.259	0.2648	0.1728	0.3281	2.0014	1.9952	2.0001	10.55	10.37	10.31	396.63	1054.3311	770.3017	113.9665	75.4803	194.6156	39.457	35.497	36.548	0.0755	0.1042	0.1033	1.2861	1.3122	1.2337	431.0	442.0	445.0
HG01526	HG01524	HG01525	IBS	579.25	473.12	469.81	574.373	475.789	463.795	621.25	533.73	521.84	246.05	221.88	216.96	21.3909	19.8182	21.5999	10.4312	11.1393	1.9779	50.7207	48.519	50.1816	63.74	67.2899	51.9636	10.5098	10.5292	11.4365	144.4473	141.2736	143.2714	2.5512	2.8514	2.7455	0.7318	0.728	0.5099	0.7894	0.8043	0.8371	0.2363	0.2383	0.2476	0.5826	0.2489	0.2866	1.9978	1.9978	1.9892	9.65	9.77	9.64	452.7194	728.0143	1077.8874	204.0131	91.2337	28.3767	46.606	34.912	39.341	0.1803	0.1028	0.1324	1.1002	1.2251	1.2197	426.0	442.0	443.0
HG01529	HG01527	HG01528	IBS	387.97	414.74	428.31	381.548	415.949	428.348	422.35	460.89	491.83	253.73	188.2	228.05	19.8104	18.896	19.9014	18.9673	18.6863	2.158	43.2223	43.643	44.0158	69.233	79.0295	54.8542	12.3678	11.9679	12.2949	141.1154	137.3456	125.901	2.8987	2.5205	2.878	0.5625	0.4644	0.4861	0.8539	0.9101	0.8267	0.2679	0.2522	0.2489	0.3788	0.3984	0.2374	2.0079	2.0098	2.0049	9.73	9.93	9.7	582.6522	787.8324	873.1376	130.074	297.136	137.6657	36.974	37.417	35.724	0.1608	0.1069	0.1004	1.1169	1.2542	1.2806	431.0	446.0	442.0
HG01532	HG01530	HG01531	IBS	507.63	471.51	334.38	501.416	471.97	334.993	605.89	536.53	374.88	149.32	198.54	132.94	15.744	18.0718	16.479	8.497	9.4813	1.6183	54.3785	52.3779	47.585	54.134	76.3069	58.2201	9.6676	9.0645	10.0248	145.518	159.0418	140.6587	2.5368	3.3946	1.9299	0.9013	0.7351	0.6726	0.8382	0.7582	0.7658	0.2312	0.2349	0.2228	0.354	0.1876	0.3153	1.9938	2.0221	2.0018	10.08	9.62	9.85	848.6995	448.8592	673.3724	115.6827	87.1322	34.617	38.48	36.363	35.889	0.0737	0.1108	0.0987	1.2989	1.2883	1.2302	445.0	446.0	441.0
HG01538	HG01536	HG01537	IBS	413.23	314.11	368.04	402.46	307.512	372.013	485.89	359.76	408.37	213.7	229.55	186.44	18.9425	23.7124	20.1335	1.9066	11.8636	1.9234	46.2575	46.6525	47.9755	49.3119	75.9191	59.7513	11.524	14.3092	8.0485	140.5245	144.6822	144.4382	2.5842	2.9507	2.6439	0.7384	0.8002	0.7012	0.8736	0.9572	0.8184	0.2354	0.2434	0.231	0.4941	0.1477	0.4893	1.9966	2.0064	2.0073	9.88	9.9	10.07	650.7395	829.9294	710.6613	42.6293	328.0801	103.6065	40.523	38.147	35.476	0.093	0.1444	0.094	1.2536	1.2225	1.2607	441.0	442.0	445.0
HG01552	HG01550	HG01551	CLM	358.8	451.8	429.32	355.55	444.907	425.064	397.74	511.23	476.05	166.08	165.41	177.44	18.6441	16.1874	12.8957	11.5287	11.5604	1.9851	58.4991	57.991	41.2644	76.8989	81.3782	49.818	11.3383	11.2717	8.7047	138.1174	143.1725	109.5688	3.0483	3.3092	2.6889	0.4278	0.4989	0.461	0.7643	0.8311	0.859	0.2318	0.2622	0.2224	0.4851	0.4058	0.6088	2.0137	2.0005	1.9835	9.64	9.45	9.98	575.6806	677.485	658.2688	51.6559	65.7735	34.8021	35.236	36.266	37.09	0.0657	0.1003	0.1016	1.2344	1.2831	1.2363	443.0	439.0	429.0
HG01567	HG01565	HG01566	PEL	699.85	583.09	860.21	680.808	580.175	866.404	793.92	687.64	933.98	203.39	241.14	204.41	22.8567	20.1967	25.5308	1.7225	8.3916	1.8391	61.1101	50.6524	63.7802	61.3366	71.4674	62.5331	10.1494	11.1713	11.2374	147.7756	161.7521	151.5948	2.8427	2.6126	2.6308	0.5317	0.6623	0.5893	0.8522	0.8687	0.814	0.2536	0.2621	0.2297	0.5168	0.6182	0.4739	2.0068	1.9791	2.0021	9.85	9.84	9.74	640.9536	1057.2402	556.6901	41.4475	47.9575	22.1717	38.945	44.601	38.714	0.0816	0.0732	0.1112	1.2032	1.2986	1.1951	446.0	432.0	437.0
HG01573	HG01571	HG01572	PEL	403.57	437.0	379.84	396.499	441.894	376.97	491.58	486.07	432.36	204.09	148.9	217.34	14.6219	14.9868	18.2049	1.0161	15.0328	1.0987	71.8725	78.0156	66.5814	61.0309	82.4417	56.4555	11.7952	12.566	12.5088	151.068	139.6684	142.4312	2.8007	2.5043	3.7407	0.7602	0.8704	0.9085	0.8444	0.9105	0.8114	0.2368	0.2572	0.2276	0.6296	0.4064	0.587	1.9951	1.9933	2.0117	9.63	9.77	9.48	801.77	725.5741	728.6459	117.6694	58.9173	71.1955	35.223	38.714	33.884	0.0716	0.1052	0.0799	1.3045	1.2029	1.238	448.0	437.0	435.0
HG01579	HG01577	HG01578	PEL	501.77	519.81	345.18	496.0	515.382	338.826	553.42	564.84	373.27	138.26	167.85	135.11	12.3605	14.3552	12.5185	11.2741	10.9986	2.0538	49.1908	41.217	54.8267	75.4123	74.573	60.7353	9.5669	11.5888	8.8831	136.6326	134.0126	144.9977	2.8012	2.9408	2.6293	0.6629	0.5372	0.6993	0.764	0.743	0.8209	0.2373	0.2347	0.2386	0.4599	0.3079	0.4342	2.002	2.0077	2.0046	9.54	9.26	9.77	756.6594	940.1405	776.9889	15.4616	22.9228	63.6552	41.022	36.849	38.87	0.1263	0.0953	0.0874	1.1492	1.1882	1.1838	442.0	438.0	431.0
HG01601	HG01603	HG01602	IBS	372.33	429.88	421.48	367.082	430.234	418.944	443.4	495.24	470.42	192.38	150.25	146.69	17.2901	18.789	15.2299	11.9277	11.2687	1.9691	56.9678	51.9486	55.0113	78.2044	80.5167	68.9055	12.0825	11.4921	13.14	143.6461	131.2312	160.6148	2.8344	2.7511	3.0376	0.5544	0.5012	0.4585	0.803	0.8642	0.9014	0.2507	0.2511	0.2475	0.2313	0.2636	0.1647	2.0043	1.9996	2.0212	9.58	9.67	9.5	740.345	739.2411	635.0694	208.8914	320.9348	135.4659	39.133	36.327	35.347	0.0789	0.1053	0.1047	1.2674	1.2654	1.2227	440.0	446.0	441.0
HG01604	HG01606	HG01605	IBS	368.54	349.53	358.86	365.696	350.186	355.658	423.76	401.87	412.04	187.54	154.98	224.6	16.8544	17.2548	17.8513	1.9071	11.5384	1.4093	56.1632	59.2728	46.7706	49.618	72.2004	56.1468	10.4501	10.7401	10.574	143.4202	133.0402	138.0629	2.3072	2.5338	2.86	0.6526	0.5933	0.6278	0.9143	0.972	0.8654	0.249	0.2589	0.2506	0.3761	0.615	0.3792	2.0086	1.9794	2.0083	10.17	9.91	9.62	780.2122	791.3403	673.5732	115.3945	176.8314	46.9061	41.492	34.649	35.908	0.0961	0.1022	0.1071	1.2189	1.2961	1.2595	442.0	439.0	444.0
HG01609	HG01608	HG01607	IBS	546.86	445.5	586.55	535.37	438.249	585.035	638.04	507.98	653.55	195.68	170.37	150.3	31.4677	27.511	20.8439	11.8857	11.0755	1.9719	42.4001	48.9929	39.2083	81.0256	76.0197	71.8265	10.435	9.2185	10.019	143.2885	128.2607	137.0928	3.3878	2.8375	2.8098	0.7649	0.7014	0.6173	0.9447	0.7903	1.0296	0.2724	0.237	0.2578	0.6637	0.3039	0.2194	2.0052	2.0071	2.0088	10.25	9.79	11.13	770.6014	845.1807	616.0141	399.4566	63.2594	74.1897	40.737	34.78	36.316	0.0852	0.1009	0.1118	1.247	1.2567	1.2306	444.0	449.0	437.0
HG01611	HG01610	HG01612	IBS	361.26	410.32	414.24	354.104	407.758	407.006	433.64	468.32	475.05	185.43	152.57	173.99	20.4316	16.537	24.1879	19.1112	20.2427	2.2513	73.815	39.9507	74.0947	87.8746	91.3908	64.756	12.9898	14.5962	11.9392	144.5896	148.7388	151.7751	3.0877	2.7804	3.0629	0.7579	0.602	0.718	0.9288	0.9804	0.8188	0.2387	0.2659	0.2296	0.3633	0.4914	0.3565	2.0014	2.0026	1.9993	10.07	10.24	9.67	793.1046	703.408	925.4518	174.5663	197.4478	296.5695	40.232	35.75	36.548	0.0789	0.1128	0.0934	1.2823	1.2678	1.2252	450.0	445.0	432.0
HG01614	HG01615	HG01613	IBS	455.04	506.68	457.43	442.347	494.468	447.019	550.85	574.33	528.44	157.71	181.35	141.19	21.1132	21.9286	21.2833	1.5994	16.0173	1.5493	50.7341	45.3783	47.304	62.1153	93.5709	52.4442	9.2696	9.779	10.9151	150.4411	145.213	149.9408	2.6974	2.5893	3.101	0.6986	0.7465	0.6537	0.9065	0.9013	0.8694	0.2359	0.2397	0.2498	0.3278	0.2294	0.1895	1.9983	2.0028	1.9836	9.71	9.78	9.78	742.6335	1042.203	741.4284	361.6801	33.2654	195.404	38.966	42.205	36.805	0.0787	0.0802	0.1074	1.2947	1.1823	1.2595	441.0	431.0	437.0
HG01616	HG01617	HG01618	IBS	404.89	485.59	496.78	392.586	480.62	488.238	469.81	544.05	572.45	161.77	173.57	127.47	16.4408	21.6242	13.2481	1.9598	12.2448	1.7609	44.364	55.8027	43.4336	55.2888	68.5241	60.9824	11.9443	9.4232	11.27	134.7675	132.3841	146.0835	2.4793	2.609	2.6939	0.6148	0.7001	0.4678	0.886	0.8818	0.822	0.2517	0.2325	0.2562	0.3433	0.4376	0.3124	1.9993	1.9968	2.0067	9.55	9.53	9.56	741.0674	744.9113	641.0717	109.5654	158.3265	14.0618	39.333	35.701	34.985	0.0763	0.1	0.0958	1.2687	1.2447	1.2732	445.0	441.0	433.0
HG01621	HG01619	HG01620	IBS	486.69	663.94	450.04	486.332	663.311	449.803	572.46	741.92	511.39	121.66	160.22	157.93	16.6841	23.25	14.8637	16.3334	16.0235	2.2098	51.7346	56.6586	41.4557	74.817	72.3535	60.1774	12.9818	12.3148	10.9198	137.6312	133.5195	138.1211	3.0127	2.8665	2.6131	0.6883	0.5587	0.7722	0.961	0.8685	0.904	0.246	0.2436	0.225	0.3631	0.3832	0.3656	1.9972	2.009	2.0046	9.74	9.66	9.58	826.5017	712.8229	794.2825	290.1022	184.1858	158.4726	39.307	37.219	34.087	0.0791	0.1124	0.0943	1.2722	1.2026	1.2436	445.0	437.0	446.0
HG01622	HG01624	HG01623	IBS	375.79	353.25	374.53	367.33	348.433	368.605	448.05	408.83	426.65	123.16	113.85	107.89	15.9567	18.9212	11.7574	1.7692	10.8035	2.2834	62.3128	58.46	55.2376	56.1921	70.495	65.6677	11.1536	9.8976	11.1599	135.8856	147.3104	127.1788	3.2351	2.0674	3.8875	0.4582	0.5682	0.4721	0.8285	0.8847	0.8886	0.27	0.2473	0.2579	0.3281	0.1999	0.5289	2.001	1.9946	1.9966	9.6	9.69	9.46	749.6648	723.0379	786.2187	75.163	30.0705	42.7606	38.06	36.661	35.645	0.0755	0.1051	0.1129	1.2869	1.2489	1.241	441.0	441.0	443.0
HG01627	HG01625	HG01626	IBS	330.76	229.73	636.0	326.008	227.631	630.992	391.79	266.17	714.86	188.91	233.77	165.28	13.6611	15.725	18.0383	7.0882	8.0162	1.1313	35.4874	36.0173	39.7823	70.7446	70.2905	64.8343	11.8212	10.6843	12.0559	140.112	135.6998	148.8348	3.2667	2.8311	3.2592	0.6385	0.6039	0.5735	0.8342	0.8454	0.8708	0.2477	0.2377	0.2505	0.4722	0.407	0.3291	1.9953	2.0146	2.0037	9.8	10.5	9.79	448.4553	731.139	1014.6413	97.1061	112.8245	113.9158	40.709	35.772	40.548	0.0824	0.1027	0.105	1.2919	1.2571	1.2347	449.0	436.0	453.0
HG01629	HG01630	HG01628	IBS	407.49	379.01	498.05	397.969	377.378	494.111	488.2	431.76	573.95	184.82	218.9	98.64	23.5385	19.3737	22.8894	11.0064	10.7149	1.9658	39.6051	49.7377	32.0654	77.8022	84.0256	73.8006	10.3431	12.5127	10.1414	127.9701	149.805	136.4302	2.2716	2.2905	2.759	0.4785	0.419	0.6384	0.8144	0.8357	0.769	0.2607	0.2397	0.2452	0.2848	0.2377	0.3471	1.9844	1.9963	2.0128	9.9	9.75	9.5	765.7138	766.5562	639.8453	183.855	225.2985	63.1455	40.429	35.806	34.543	0.0774	0.1116	0.0999	1.3097	1.2392	1.2909	451.0	447.0	435.0
HG01633	HG01631	HG01632	IBS	548.82	455.39	500.03	539.046	458.324	500.992	634.87	526.7	571.29	243.97	180.33	212.21	16.3449	15.5961	15.3514	12.3037	12.1707	1.3794	47.6234	49.9021	43.654	68.3372	70.7813	58.8345	9.412	10.3072	9.9767	129.1578	133.8724	136.9117	2.6715	2.4572	3.6906	0.9054	0.7836	0.7711	0.7691	0.8157	0.8122	0.2446	0.2389	0.2345	0.5251	0.3871	0.378	1.9969	1.9901	2.0037	9.66	9.84	9.76	755.9656	542.3765	903.3854	294.4866	71.7929	133.0033	40.632	35.057	35.03	0.0866	0.0982	0.1032	1.2471	1.3126	1.2728	445.0	443.0	441.0
HG01667	HG01669	HG01668	IBS	312.98	304.97	382.54	307.869	306.003	382.135	373.01	339.68	438.98	162.34	231.18	182.96	19.0752	20.4056	20.7273	11.61	11.2359	2.3775	55.8601	50.5394	48.6376	79.0931	82.3457	54.1155	12.1355	11.1998	11.5919	146.5189	147.2151	158.2882	3.7506	3.3019	3.5393	0.8327	0.7633	0.7135	0.8278	0.8422	0.9706	0.2707	0.2399	0.2561	0.3817	0.2773	0.5938	1.9996	1.9988	2.018	9.62	9.89	9.77	733.4159	645.0139	609.6439	154.497	42.0981	101.132	38.296	36.035	36.065	0.0845	0.1051	0.1103	1.2698	1.2363	1.2581	445.0	439.0	432.0
HG01671	HG01672	HG01670	IBS	377.53	324.72	379.36	370.073	324.268	380.267	424.97	355.25	421.55	173.84	186.82	146.5	17.1768	20.7261	15.3322	12.278	12.9942	1.2357	44.2867	57.4137	40.2266	89.0122	82.7078	60.5959	10.6725	8.8228	12.5355	142.1122	136.9327	140.849	2.368	3.1044	3.0059	0.5969	0.5984	0.6053	0.9218	0.8991	0.8532	0.2416	0.2456	0.2129	0.3613	0.3146	0.2859	2.0009	2.0033	1.9985	10.42	10.19	9.86	869.1013	799.5308	901.4042	218.0001	77.4191	31.9893	39.6	36.442	35.279	0.0948	0.098	0.1054	1.2345	1.2097	1.2376	446.0	432.0	430.0
HG01674	HG01675	HG01673	IBS	432.29	517.28	369.33	425.852	516.348	370.943	507.93	595.36	397.9	192.91	199.02	221.72	14.3198	16.0261	17.2114	10.4057	10.2892	2.0414	60.0597	50.873	46.5393	73.4015	67.9579	64.2897	9.9145	10.268	9.1746	135.3471	133.0138	149.0734	2.3114	2.879	2.8246	0.6163	0.4982	0.9011	0.8189	0.896	0.7857	0.2406	0.239	0.2223	0.5625	0.4352	0.3344	2.0055	1.9851	2.0022	9.98	9.83	9.79	761.1406	824.913	728.848	405.0587	154.9489	212.8096	39.928	34.875	36.863	0.0785	0.1015	0.1172	1.2402	1.2531	1.1914	448.0	446.0	433.0
HG01677	HG01678	HG01676	IBS	432.39	349.86	437.97	424.609	350.22	436.828	513.73	407.68	502.62	250.77	264.22	264.91	14.7737	14.6664	15.6845	2.0089	11.294	2.0351	44.1205	44.9556	44.4878	58.5184	75.4085	57.1047	9.0149	10.2705	8.234	136.3733	145.6333	133.221	3.4599	4.1138	3.0843	0.5537	0.5433	0.4612	0.8697	0.8766	0.7557	0.2375	0.2457	0.2428	0.3928	0.7445	0.2222	1.9944	2.008	2.0029	9.57	9.52	9.52	604.4547	510.196	740.7728	66.328	52.104	15.737	38.333	34.026	36.643	0.0791	0.0962	0.1179	1.2692	1.2654	1.2785	448.0	431.0	433.0
HG01681	HG01680	HG01679	IBS	329.75	261.3	332.21	320.881	263.667	331.475	381.03	302.09	380.64	186.98	206.66	161.77	13.839	14.8049	16.2937	1.8078	15.695	2.2812	60.6764	50.3163	61.924	73.1358	86.7394	61.152	11.0219	11.34	10.2515	149.238	131.2296	136.3821	2.909	2.7985	2.8738	0.5568	0.4795	0.637	0.8718	0.9531	0.8641	0.244	0.2555	0.228	0.2692	0.7553	0.2634	2.0004	2.0082	1.9981	9.51	10.12	9.36	739.072	776.2166	555.4524	449.7289	88.3133	16.0905	40.929	35.014	36.179	0.0878	0.1041	0.1114	1.237	1.2966	1.2581	444.0	439.0	438.0
HG01683	HG01682	HG01684	IBS	472.44	555.3	346.11	464.523	561.39	348.391	560.3	630.25	390.69	268.69	182.92	208.47	21.4407	18.775	19.2878	11.3543	10.2978	1.9957	48.1788	51.4105	39.8397	77.304	76.404	58.465	10.3126	10.3794	9.5154	138.3448	131.9624	134.9162	2.5872	2.7407	2.5583	0.4748	0.4768	0.5829	0.8662	0.8479	0.9346	0.2488	0.2376	0.2564	0.5373	0.2451	1.0043	2.0012	2.0053	2.0086	9.6	9.77	10.46	824.4044	772.9804	682.0052	383.9883	304.3519	318.4818	37.908	36.42	35.245	0.0751	0.11	0.1012	1.2715	1.2594	1.2493	438.0	438.0	429.0
HG01687	HG01686	HG01685	IBS	420.63	399.94	425.75	412.56	400.061	421.306	471.63	456.65	496.14	303.27	156.12	241.59	17.312	18.8357	14.4937	1.7975	15.6761	2.3195	41.8825	36.4817	43.9754	72.6223	74.7411	76.2744	11.443	14.7575	11.5729	158.0964	154.3289	141.5853	3.6091	3.2091	3.341	0.6462	0.659	0.6907	0.8283	0.8505	0.8101	0.2615	0.2722	0.2334	0.227	0.298	0.2304	1.9966	1.9877	2.0008	9.71	9.61	9.58	514.4459	781.9712	719.5734	195.8708	43.5232	51.3068	39.387	34.55	34.398	0.0948	0.1019	0.0997	1.2284	1.2678	1.2737	445.0	430.0	430.0
HG01696	HG01694	HG01695	IBS	467.41	417.06	331.01	456.789	422.891	331.218	549.62	465.28	369.67	156.01	143.55	146.81	19.9913	15.1745	16.5608	10.4268	10.6251	1.4049	36.754	42.0027	35.4438	64.8405	62.8941	54.2737	8.7956	10.137	9.8497	130.6994	137.3951	141.0776	3.2204	2.8453	3.7323	0.5574	0.4807	0.5749	0.8146	0.811	0.8923	0.2382	0.2298	0.229	0.1421	0.3354	0.3785	1.9913	2.0023	2.0079	10.27	9.91	10.25	1400.4431	887.988	825.6849	18.1888	593.0487	241.4164	39.886	36.016	35.943	0.0857	0.1002	0.102	1.2953	1.2363	1.2279	447.0	442.0	434.0
HG01698	HG01699	HG01697	IBS	491.04	544.8	381.58	482.063	534.519	379.421	591.02	624.99	448.25	147.05	160.94	162.08	24.459	21.9108	23.0273	7.7019	7.8593	2.6376	55.5105	39.5749	56.4016	72.4961	70.5254	59.9804	11.2835	9.035	11.8269	145.9371	131.8585	155.0552	2.9749	2.5068	2.9506	0.6226	0.5085	0.698	0.9179	0.9248	0.9588	0.2483	0.238	0.2465	0.3179	0.2245	0.356	1.9922	1.9822	1.9812	9.9	9.65	9.88	660.2781	693.3433	898.6004	88.4644	57.7263	65.4377	38.042	37.076	36.272	0.0832	0.0976	0.101	1.2784	1.2875	1.2951	450.0	427.0	424.0
HG01701	HG01700	HG01702	IBS	589.26	556.66	549.31	579.461	558.593	547.962	690.76	631.77	620.43	235.61	275.4	217.08	16.2462	19.1898	16.5992	9.1613	9.6999	1.6942	34.263	35.165	47.1332	78.1086	63.6604	62.6393	11.1602	9.9592	10.1575	145.7151	140.8009	131.1656	3.2473	3.3645	2.9112	0.6758	0.8984	0.5259	0.8201	0.7737	0.8856	0.2663	0.2473	0.2549	0.4313	0.3875	0.5277	2.0058	1.9978	2.0017	9.89	9.17	10.05	773.6825	768.7407	730.6053	297.7783	438.3649	90.2047	38.157	35.769	35.299	0.0847	0.1066	0.1096	1.2828	1.2736	1.2351	450.0	446.0	425.0
HG01703	HG01705	HG01704	IBS	492.96	657.53	463.22	481.897	661.542	471.517	577.63	777.31	527.92	232.59	237.86	145.16	19.483	20.5732	15.7859	11.0223	10.6791	1.6823	39.0067	50.1711	49.616	58.4182	69.9734	46.1378	12.1691	12.3943	11.6864	134.5773	137.3184	149.42	2.7079	2.3224	2.6608	0.5017	0.6001	0.6048	0.877	0.8062	0.9013	0.2393	0.2548	0.2465	0.251	0.3292	0.3882	2.0005	1.9854	2.0043	9.78	9.72	9.68	815.9694	906.5328	789.7761	131.3839	46.3892	172.3753	40.09	35.688	36.242	0.0764	0.1043	0.1071	1.2279	1.3411	1.2738	450.0	427.0	428.0
HG01706	HG01708	HG01707	IBS	488.06	522.76	454.92	477.99	522.08	451.902	551.13	572.71	516.56	179.2	200.85	195.26	18.8811	22.321	20.4121	1.9463	10.5419	2.7057	50.7404	47.457	37.987	58.0455	62.5556	68.8702	12.2993	11.8382	10.3211	140.6967	131.1152	141.288	3.4135	3.3905	2.658	0.5348	0.4898	0.5324	0.8968	0.8635	0.9253	0.2342	0.2364	0.2468	0.4162	0.3315	0.2639	2.002	1.996	2.0071	9.76	9.79	9.67	757.6874	867.2348	703.4728	526.3606	120.4926	363.4252	40.562	36.436	36.1	0.1132	0.0998	0.1049	1.2018	1.2536	1.243	443.0	427.0	430.0
HG01711	HG01709	HG01710	IBS	463.56	438.36	415.96	455.507	432.07	412.909	538.67	481.92	458.62	294.23	117.52	276.96	21.5504	25.9795	18.3041	2.6961	8.2725	1.7587	38.9087	44.4785	48.6486	57.6652	56.7172	63.4416	8.5199	8.3571	9.6945	149.2824	153.362	142.7169	2.5904	2.3846	3.5759	0.7661	0.7602	0.617	0.8997	0.8728	0.9127	0.2447	0.2369	0.2333	0.2374	0.2227	0.3116	2.0003	2.0069	1.9851	9.77	9.68	9.61	844.0306	715.4924	684.1225	28.4917	77.0414	79.6225	39.472	37.222	38.639	0.0789	0.1022	0.1136	1.2283	1.191	1.1933	438.0	433.0	427.0
HG01748	HG01747	HG01746	IBS	384.17	413.62	384.58	376.813	407.042	378.618	451.0	466.93	438.07	240.58	297.58	256.12	22.6218	13.6204	23.0565	10.5425	9.7652	2.3559	50.7157	50.575	46.1497	70.1981	70.9823	51.4539	8.8583	10.325	10.237	144.1628	132.9851	138.6388	3.3593	2.5582	3.5112	0.4916	0.5217	0.5985	0.8508	0.8186	0.8338	0.24	0.2393	0.2389	0.6138	0.5041	0.376	1.9925	1.9986	1.9934	9.93	9.43	9.34	716.0706	785.5484	656.3434	183.5432	70.2818	93.6451	37.547	38.0	37.069	0.0864	0.0812	0.0767	1.2339	1.2192	1.2578	437.0	432.0	440.0
HG01755	HG01756	HG01757	IBS	499.47	263.0	547.03	495.868	264.542	553.876	572.98	284.27	612.31	196.62	159.7	217.85	11.4255	14.3546	13.755	1.4073	8.6482	1.5074	39.9494	41.9803	57.9146	47.6587	75.4343	56.7788	11.8156	10.5117	13.6132	123.591	134.0035	140.2745	3.681	2.5908	3.4811	0.5777	0.5412	0.5068	0.8113	0.8454	0.8603	0.239	0.2227	0.2287	0.1961	0.3193	0.4449	1.9807	1.9781	2.0	9.88	9.93	9.69	1615.0759	573.8054	717.5431	15.6675	177.9891	45.9219	37.721	37.647	37.356	0.089	0.1031	0.108	1.2688	1.1645	1.2269	442.0	440.0	437.0
